time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2025-09-16 09:00:00,56.3,18.7,0.212,5.6,11.1,56.0
2025-09-16 10:00:00,59.5,19.9,0.247,6.3,11.0,54.0
2025-09-16 11:00:00,51.3,18.6,0.295,7.6,11.1,50.0
2025-09-16 12:00:00,51.1,20.2,0.335,9.4,11.7,47.0
2025-09-16 13:00:00,43.3,20.1,0.364,15.3,11.7,39.0
2025-09-16 14:00:00,39.1,21.9,0.385,23.4,11.6,28.0
2025-09-16 15:00:00,37.4,22.3,0.395,28.7,11.5,20.0
2025-09-16 16:00:00,35.7,21.8,0.392,28.7,11.4,19.0
2025-09-16 17:00:00,35.0,21.4,0.377,25.9,11.2,22.0
2025-09-16 18:00:00,34.5,20.9,0.349,22.8,10.8,25.0
2025-09-16 19:00:00,34.5,20.4,0.3,20.0,10.1,27.0
2025-09-16 20:00:00,34.5,19.6,0.238,16.9,9.2,30.0
2025-09-16 21:00:00,34.7,18.7,0.19,14.3,8.6,32.0
2025-09-16 22:00:00,35.6,17.9,0.159,12.4,8.2,33.0
2025-09-16 23:00:00,37.4,17.3,0.141,11.0,8.0,34.0
2025-09-17 00:00:00,36.1,16.8,0.156,10.7,8.4,34.0
2025-09-17 01:00:00,38.0,17.1,0.235,12.2,9.9,34.0
2025-09-17 02:00:00,43.5,19.4,0.347,14.2,12.1,34.0
2025-09-17 03:00:00,50.2,19.7,0.411,14.9,14.1,37.0
2025-09-17 04:00:00,61.9,20.6,0.38,13.0,15.8,45.0
2025-09-17 05:00:00,80.1,22.5,0.301,9.9,17.4,55.0
2025-09-17 06:00:00,84.1,23.7,0.243,7.5,18.3,63.0
2025-09-17 07:00:00,89.6,25.4,0.23,6.6,18.2,67.0
2025-09-17 08:00:00,86.4,25.1,0.236,6.4,17.4,69.0
2025-09-17 09:00:00,83.8,25.5,0.256,6.7,16.8,69.0
2025-09-17 10:00:00,87.3,26.5,0.284,6.6,16.8,68.0
2025-09-17 11:00:00,85.7,26.2,0.326,7.0,17.0,66.0
2025-09-17 12:00:00,92.9,29.2,0.387,10.6,19.0,63.0
2025-09-17 13:00:00,75.4,25.7,0.495,17.9,17.6,49.0
2025-09-17 14:00:00,58.3,25.1,0.623,28.1,15.6,31.0
2025-09-17 15:00:00,53.9,25.0,0.698,36.0,14.2,16.0
2025-09-17 16:00:00,52.5,25.6,0.685,40.1,14.1,9.0
2025-09-17 17:00:00,52.0,27.3,0.619,41.9,14.5,7.0
2025-09-17 18:00:00,52.3,28.8,0.537,41.6,14.5,7.0
2025-09-17 19:00:00,51.2,27.9,0.436,38.3,13.5,10.0
2025-09-17 20:00:00,49.2,26.0,0.318,32.8,12.1,16.0
2025-09-17 21:00:00,48.8,23.7,0.228,27.3,10.8,22.0
2025-09-17 22:00:00,48.0,21.9,0.178,22.0,9.7,26.0
2025-09-17 23:00:00,46.3,20.7,0.155,16.7,8.7,30.0
2025-09-18 00:00:00,44.0,18.5,0.169,12.3,9.5,34.0
2025-09-18 01:00:00,42.5,18.2,0.252,14.0,10.7,33.0
2025-09-18 02:00:00,45.2,21.0,0.37,16.3,12.3,32.0
2025-09-18 03:00:00,58.7,21.8,0.436,16.8,14.0,36.0
2025-09-18 04:00:00,77.8,22.9,0.392,14.0,15.8,48.0
2025-09-18 05:00:00,88.2,25.4,0.295,9.6,17.5,65.0
2025-09-18 06:00:00,91.3,26.7,0.224,6.1,18.4,79.0
2025-09-18 07:00:00,95.7,28.5,0.21,4.5,17.7,87.0
2025-09-18 08:00:00,98.5,29.0,0.221,3.8,16.2,92.0
2025-09-18 09:00:00,102.2,29.2,0.241,4.0,15.2,92.0
2025-09-18 10:00:00,102.9,28.8,0.259,4.5,15.4,87.0
2025-09-18 11:00:00,103.6,28.3,0.286,5.8,16.0,77.0
2025-09-18 12:00:00,121.5,32.7,0.335,9.1,17.3,71.0
2025-09-18 13:00:00,115.3,31.8,0.435,18.2,17.1,55.0
2025-09-18 14:00:00,95.0,32.8,0.557,30.6,16.8,32.0
2025-09-18 15:00:00,89.2,33.4,0.629,39.8,16.3,15.0
2025-09-18 16:00:00,85.4,33.4,0.615,43.0,15.6,9.0
2025-09-18 17:00:00,82.7,33.3,0.552,43.0,14.8,8.0
2025-09-18 18:00:00,79.2,32.7,0.477,40.9,13.9,10.0
2025-09-18 19:00:00,77.5,31.2,0.391,36.1,12.7,14.0
2025-09-18 20:00:00,77.1,29.0,0.294,29.2,11.5,21.0
2025-09-18 21:00:00,73.3,27.1,0.223,23.4,10.5,26.0
2025-09-18 22:00:00,72.4,25.9,0.191,19.7,9.8,29.0
2025-09-18 23:00:00,70.5,24.9,0.185,17.0,9.4,31.0
2025-09-19 00:00:00,61.7,22.8,0.2,11.7,9.2,35.0
2025-09-19 01:00:00,65.0,23.4,0.254,13.7,10.3,34.0
2025-09-19 02:00:00,70.5,25.6,0.33,16.4,11.9,34.0
2025-09-19 03:00:00,79.4,26.1,0.369,17.1,13.3,37.0
2025-09-19 04:00:00,115.7,29.6,0.334,14.0,14.3,48.0
2025-09-19 05:00:00,115.3,28.3,0.263,9.1,15.0,63.0
2025-09-19 06:00:00,121.5,29.5,0.212,5.3,15.3,74.0
2025-09-19 07:00:00,123.4,30.0,0.207,3.9,14.8,78.0
2025-09-19 08:00:00,120.6,29.6,0.222,3.8,14.0,78.0
2025-09-19 09:00:00,117.3,29.5,0.242,4.3,13.4,76.0
2025-09-19 10:00:00,106.6,27.7,0.255,4.7,13.6,72.0
2025-09-19 11:00:00,103.6,27.0,0.272,5.9,14.0,65.0
2025-09-19 12:00:00,122.0,30.6,0.307,9.5,16.6,61.0
2025-09-19 13:00:00,112.7,30.0,0.383,18.6,16.7,47.0
2025-09-19 14:00:00,85.2,30.2,0.477,31.1,16.9,27.0
2025-09-19 15:00:00,77.1,30.3,0.534,40.4,17.0,12.0
2025-09-19 16:00:00,73.3,30.7,0.529,43.7,17.1,6.0
2025-09-19 17:00:00,71.7,31.8,0.488,43.9,17.0,5.0
2025-09-19 18:00:00,70.5,32.6,0.434,42.9,16.5,5.0
2025-09-19 19:00:00,68.9,31.5,0.365,41.2,15.1,6.0
2025-09-19 20:00:00,67.3,29.7,0.282,38.3,13.2,9.0
2025-09-19 21:00:00,66.1,27.6,0.219,34.3,11.6,13.0
2025-09-19 22:00:00,68.7,25.3,0.182,28.1,10.5,19.0
2025-09-19 23:00:00,69.2,24.0,0.163,20.8,9.7,26.0
2025-09-20 00:00:00,61.9,21.6,0.172,12.8,8.4,33.0
2025-09-20 01:00:00,59.6,21.0,0.233,13.8,9.4,33.0
2025-09-20 02:00:00,67.1,23.1,0.32,14.9,10.9,33.0
2025-09-20 03:00:00,72.9,24.0,0.368,14.9,12.3,36.0
2025-09-20 04:00:00,81.3,24.3,0.334,12.5,13.6,44.0
2025-09-20 05:00:00,85.4,24.5,0.26,8.8,14.8,55.0
2025-09-20 06:00:00,90.8,26.1,0.205,6.0,15.4,63.0
2025-09-20 07:00:00,88.2,25.7,0.194,4.7,15.1,68.0
2025-09-20 08:00:00,92.2,27.1,0.202,4.3,14.2,70.0
2025-09-20 09:00:00,117.6,33.3,0.217,4.5,13.5,70.0
2025-09-20 10:00:00,88.2,26.2,0.233,4.9,13.3,67.0
2025-09-20 11:00:00,88.2,25.8,0.256,5.9,13.3,61.0
2025-09-20 12:00:00,88.7,25.7,0.296,9.3,14.8,54.0
2025-09-20 13:00:00,85.9,25.7,0.374,17.2,14.9,43.0
2025-09-20 14:00:00,72.6,27.0,0.469,28.1,15.1,27.0
2025-09-20 15:00:00,71.5,28.5,0.525,36.3,15.0,15.0
2025-09-20 16:00:00,71.2,29.1,0.513,39.6,14.6,10.0
2025-09-20 17:00:00,70.8,29.5,0.461,40.1,14.1,10.0
2025-09-20 18:00:00,70.3,29.8,0.4,38.7,13.3,11.0
2025-09-20 19:00:00,69.6,29.2,0.329,34.8,12.1,15.0
2025-09-20 20:00:00,68.0,27.4,0.249,29.0,10.8,20.0
2025-09-20 21:00:00,67.1,25.6,0.188,23.7,9.7,25.0
2025-09-20 22:00:00,65.2,24.1,0.154,19.4,9.1,29.0
2025-09-20 23:00:00,64.5,22.9,0.14,15.7,8.8,32.0
2025-09-21 00:00:00,52.2,19.8,0.156,10.2,7.9,36.0
2025-09-21 01:00:00,54.9,20.3,0.23,12.1,9.2,35.0
2025-09-21 02:00:00,61.2,22.4,0.333,14.5,11.1,34.0
2025-09-21 03:00:00,69.8,23.5,0.389,15.4,12.8,36.0
2025-09-21 04:00:00,87.1,24.9,0.349,13.1,14.4,44.0
2025-09-21 05:00:00,90.1,25.7,0.262,9.3,15.8,56.0
2025-09-21 06:00:00,91.7,26.5,0.196,6.4,16.5,64.0
2025-09-21 07:00:00,89.6,26.2,0.18,5.4,16.0,66.0
2025-09-21 08:00:00,88.7,26.3,0.185,5.4,14.7,65.0
2025-09-21 09:00:00,81.3,24.6,0.197,5.7,13.7,63.0
2025-09-21 10:00:00,78.0,23.5,0.211,5.7,13.2,61.0
2025-09-21 11:00:00,78.2,23.5,0.231,6.1,12.8,59.0
2025-09-21 12:00:00,73.6,21.8,0.259,8.5,13.3,56.0
2025-09-21 13:00:00,68.7,21.4,0.306,15.6,13.6,46.0
2025-09-21 14:00:00,58.9,23.1,0.36,25.3,13.9,32.0
2025-09-21 15:00:00,57.7,24.5,0.389,32.2,13.9,22.0
2025-09-21 16:00:00,56.8,24.8,0.375,34.1,13.5,19.0
2025-09-21 17:00:00,55.8,24.9,0.335,33.1,12.8,20.0
2025-09-21 18:00:00,54.2,24.5,0.291,30.6,11.9,23.0
2025-09-21 19:00:00,52.2,23.2,0.244,26.0,10.7,27.0
2025-09-21 20:00:00,49.0,21.2,0.192,19.8,9.2,33.0
2025-09-21 21:00:00,46.4,19.6,0.155,14.8,8.2,38.0
2025-09-21 22:00:00,44.5,18.6,0.135,11.8,7.7,40.0
2025-09-21 23:00:00,43.0,17.9,0.129,10.0,7.7,42.0
2025-09-22 00:00:00,43.5,17.6,0.146,7.8,7.8,44.0
2025-09-22 01:00:00,45.2,18.0,0.209,10.1,8.8,42.0
2025-09-22 02:00:00,47.5,19.6,0.294,13.1,10.1,40.0
2025-09-22 03:00:00,49.2,20.5,0.341,14.4,11.4,41.0
2025-09-22 04:00:00,57.4,21.0,0.31,12.5,12.5,48.0
2025-09-22 05:00:00,62.6,22.1,0.24,8.9,13.6,57.0
2025-09-22 06:00:00,65.4,23.1,0.189,6.0,14.2,65.0
2025-09-22 07:00:00,65.0,23.2,0.179,4.7,14.1,69.0
2025-09-22 08:00:00,64.5,23.3,0.187,4.2,13.6,72.0
2025-09-22 09:00:00,62.4,23.0,0.201,4.4,13.2,72.0
2025-09-22 10:00:00,61.0,22.8,0.22,5.0,13.1,69.0
2025-09-22 11:00:00,57.5,21.9,0.246,6.2,13.0,63.0
2025-09-22 12:00:00,52.2,19.6,0.272,8.4,13.1,58.0
2025-09-22 13:00:00,43.7,18.0,0.304,13.0,12.8,50.0
2025-09-22 14:00:00,35.0,17.6,0.338,19.2,12.4,39.0
2025-09-22 15:00:00,33.4,17.8,0.351,23.3,11.9,32.0
2025-09-22 16:00:00,32.5,17.6,0.332,23.5,11.1,31.0
2025-09-22 17:00:00,31.4,17.1,0.293,21.5,10.2,33.0
2025-09-22 18:00:00,30.6,16.4,0.252,19.0,9.4,35.0
2025-09-22 19:00:00,29.3,15.4,0.212,16.0,8.6,38.0
2025-09-22 20:00:00,28.0,14.3,0.171,12.4,7.9,41.0
2025-09-22 21:00:00,26.7,13.5,0.14,9.6,7.4,43.0
2025-09-22 22:00:00,25.6,12.9,0.12,7.9,7.1,44.0
2025-09-22 23:00:00,24.7,12.4,0.111,7.0,6.9,45.0
2025-09-23 00:00:00,25.3,12.6,0.125,7.2,7.2,43.0
2025-09-23 01:00:00,25.8,13.1,0.185,9.1,8.4,42.0
2025-09-23 02:00:00,28.3,15.3,0.268,11.5,10.0,42.0
2025-09-23 03:00:00,35.5,16.7,0.316,12.6,11.5,44.0
2025-09-23 04:00:00,43.3,17.8,0.292,10.8,12.6,51.0
2025-09-23 05:00:00,49.5,19.5,0.233,7.6,13.5,62.0
2025-09-23 06:00:00,52.2,20.8,0.191,5.2,13.9,69.0
2025-09-23 07:00:00,51.3,20.5,0.188,4.3,13.6,71.0
2025-09-23 08:00:00,51.7,20.7,0.201,4.1,12.8,71.0
2025-09-23 09:00:00,49.5,20.4,0.218,4.5,12.2,69.0
2025-09-23 10:00:00,46.8,19.5,0.234,4.8,11.9,66.0
2025-09-23 11:00:00,43.8,18.6,0.253,5.7,11.8,61.0
2025-09-23 12:00:00,48.0,21.1,0.272,8.2,12.7,56.0
2025-09-23 13:00:00,44.1,20.5,0.296,14.8,12.8,46.0
2025-09-23 14:00:00,39.5,21.8,0.32,23.8,12.9,33.0
2025-09-23 15:00:00,39.6,22.8,0.33,29.6,12.7,24.0
2025-09-23 16:00:00,39.0,22.7,0.32,29.4,11.9,23.0
2025-09-23 17:00:00,39.1,22.4,0.296,25.9,10.7,27.0
2025-09-23 18:00:00,38.3,21.5,0.265,21.9,9.6,31.0
2025-09-23 19:00:00,37.4,20.4,0.222,17.7,8.6,35.0
2025-09-23 20:00:00,36.4,19.3,0.172,12.9,7.6,40.0
2025-09-23 21:00:00,36.0,18.3,0.137,9.3,7.0,44.0
2025-09-23 22:00:00,36.1,17.7,0.121,7.3,6.7,46.0
2025-09-23 23:00:00,37.8,17.9,0.119,6.5,6.8,46.0
2025-09-24 00:00:00,43.2,19.0,0.139,6.9,7.5,46.0
2025-09-24 01:00:00,43.3,19.2,0.201,11.1,8.6,42.0
2025-09-24 02:00:00,45.8,21.1,0.285,16.8,10.1,36.0
2025-09-24 03:00:00,43.5,22.2,0.335,19.7,11.6,35.0
2025-09-24 04:00:00,54.5,21.9,0.316,17.2,13.0,41.0
2025-09-24 05:00:00,58.6,22.1,0.262,11.9,14.3,51.0
2025-09-24 06:00:00,60.8,22.9,0.222,7.8,15.1,59.0
2025-09-24 07:00:00,68.7,25.0,0.214,6.6,14.9,61.0
2025-09-24 08:00:00,82.2,28.9,0.221,6.5,14.0,61.0
2025-09-24 09:00:00,53.3,20.8,0.235,6.9,13.3,60.0
2025-09-24 10:00:00,53.4,20.2,0.256,6.8,13.0,58.0
2025-09-24 11:00:00,56.3,20.8,0.285,7.1,12.7,55.0
2025-09-24 12:00:00,67.5,23.7,0.32,9.0,13.9,53.0
2025-09-24 13:00:00,61.2,23.1,0.373,15.4,13.5,43.0
2025-09-24 14:00:00,51.2,23.9,0.432,24.1,13.0,30.0
2025-09-24 15:00:00,49.6,24.6,0.462,30.3,12.4,21.0
2025-09-24 16:00:00,48.9,24.7,0.442,31.7,11.8,18.0
2025-09-24 17:00:00,48.2,24.6,0.394,30.6,11.2,20.0
2025-09-24 18:00:00,48.1,24.2,0.341,28.2,10.6,22.0
2025-09-24 19:00:00,47.3,23.2,0.286,24.3,9.9,26.0
2025-09-24 20:00:00,46.8,22.2,0.226,19.3,9.1,31.0
2025-09-24 21:00:00,46.3,21.5,0.185,15.3,8.6,35.0
2025-09-24 22:00:00,46.2,21.1,0.167,13.3,8.4,36.0
2025-09-24 23:00:00,46.0,20.8,0.166,12.5,8.4,35.0
2025-09-25 00:00:00,42.1,19.8,0.191,11.3,8.6,37.0
2025-09-25 01:00:00,42.1,20.2,0.268,12.9,9.7,37.0
2025-09-25 02:00:00,46.4,23.0,0.37,14.9,11.4,37.0
2025-09-25 03:00:00,56.9,24.8,0.425,15.7,13.2,40.0
2025-09-25 04:00:00,60.5,24.4,0.386,13.9,15.5,47.0
2025-09-25 05:00:00,63.6,24.3,0.3,10.9,18.1,58.0
2025-09-25 06:00:00,64.0,25.2,0.237,8.4,19.7,66.0
2025-09-25 07:00:00,66.1,25.9,0.227,7.0,19.6,72.0
2025-09-25 08:00:00,64.7,25.6,0.24,6.2,18.5,77.0
2025-09-25 09:00:00,65.2,25.9,0.261,6.1,17.5,78.0
2025-09-25 10:00:00,62.6,24.6,0.284,6.4,17.0,74.0
2025-09-25 11:00:00,59.3,23.3,0.315,7.4,16.7,66.0
2025-09-25 12:00:00,73.3,28.6,0.357,10.9,17.7,59.0
2025-09-25 13:00:00,69.2,28.1,0.418,19.3,17.1,46.0
2025-09-25 14:00:00,60.3,29.2,0.488,31.0,16.4,29.0
2025-09-25 15:00:00,59.1,30.4,0.546,39.8,15.7,15.0
2025-09-25 16:00:00,58.3,31.3,0.586,43.3,15.4,9.0
2025-09-25 17:00:00,58.3,32.0,0.613,44.0,15.2,7.0
2025-09-25 18:00:00,59.0,33.1,0.616,43.6,14.8,7.0
2025-09-25 19:00:00,58.0,33.2,0.589,42.5,13.9,7.0
2025-09-25 20:00:00,56.2,31.7,0.538,40.4,12.7,9.0
2025-09-25 21:00:00,54.6,30.2,0.474,37.4,11.8,11.0
2025-09-25 22:00:00,53.6,29.0,0.372,33.0,11.1,14.0
2025-09-25 23:00:00,53.0,28.4,0.256,27.8,10.6,17.0
2025-09-26 00:00:00,52.9,27.6,0.213,22.1,9.8,20.0
2025-09-26 01:00:00,57.7,28.6,0.324,21.8,10.7,21.0
2025-09-26 02:00:00,60.5,31.0,0.507,21.1,12.2,24.0
2025-09-26 03:00:00,65.7,31.0,0.608,19.5,14.2,31.0
2025-09-26 04:00:00,79.6,32.2,0.534,15.9,17.4,45.0
2025-09-26 05:00:00,73.1,30.3,0.377,11.4,21.2,63.0
2025-09-26 06:00:00,71.0,30.4,0.259,7.8,23.9,81.0
2025-09-26 07:00:00,69.8,31.1,0.23,5.9,24.6,100.0
2025-09-26 08:00:00,69.4,32.2,0.24,5.0,24.2,118.0
2025-09-26 09:00:00,68.9,33.1,0.26,5.2,23.6,127.0
2025-09-26 10:00:00,69.4,33.6,0.28,6.2,23.4,122.0
2025-09-26 11:00:00,66.1,32.2,0.31,8.2,23.0,108.0
2025-09-26 12:00:00,53.7,27.4,0.346,11.4,23.1,93.0
2025-09-26 13:00:00,50.1,25.8,0.391,20.1,21.5,71.0
2025-09-26 14:00:00,45.8,27.0,0.441,32.2,19.2,40.0
2025-09-26 15:00:00,44.6,26.8,0.485,41.3,17.5,16.0
2025-09-26 16:00:00,43.4,27.0,0.534,45.2,17.1,7.0
2025-09-26 17:00:00,43.2,27.8,0.577,46.3,17.2,5.0
2025-09-26 18:00:00,43.4,28.9,0.566,45.1,16.9,6.0
2025-09-26 19:00:00,42.0,28.4,0.451,41.2,15.4,9.0
2025-09-26 20:00:00,38.5,25.1,0.282,35.2,13.5,14.0
2025-09-26 21:00:00,34.9,21.6,0.161,29.1,11.8,19.0
2025-09-26 22:00:00,32.8,19.2,0.126,22.7,10.5,24.0
2025-09-26 23:00:00,32.0,17.9,0.138,16.3,9.5,30.0
2025-09-27 00:00:00,33.1,17.8,0.183,12.7,9.1,32.0
2025-09-27 01:00:00,33.9,18.3,0.29,16.1,10.2,29.0
2025-09-27 02:00:00,38.1,22.6,0.43,20.5,11.8,26.0
2025-09-27 03:00:00,44.4,24.9,0.506,22.4,14.0,31.0
2025-09-27 04:00:00,46.8,24.7,0.456,19.3,17.5,50.0
2025-09-27 05:00:00,42.6,22.9,0.342,13.7,21.6,76.0
2025-09-27 06:00:00,37.8,21.4,0.256,9.2,24.6,98.0
2025-09-27 07:00:00,32.6,19.8,0.231,6.8,25.8,115.0
2025-09-27 08:00:00,33.3,21.4,0.234,5.4,25.9,127.0
2025-09-27 09:00:00,33.6,22.2,0.25,5.5,25.4,131.0
2025-09-27 10:00:00,34.0,22.5,0.28,6.9,24.2,122.0
2025-09-27 11:00:00,33.1,21.7,0.324,9.8,22.4,103.0
2025-09-27 12:00:00,31.8,21.4,0.366,14.4,23.3,97.0
2025-09-27 13:00:00,32.4,21.8,0.411,22.4,21.1,73.0
2025-09-27 14:00:00,33.4,23.9,0.455,33.5,17.9,41.0
2025-09-27 15:00:00,33.5,23.7,0.47,41.4,15.5,17.0
2025-09-27 16:00:00,33.5,23.6,0.438,44.0,14.6,9.0
2025-09-27 17:00:00,33.6,24.1,0.377,43.4,14.4,9.0
2025-09-27 18:00:00,33.3,24.0,0.315,40.1,13.7,12.0
2025-09-27 19:00:00,31.1,21.9,0.253,32.5,11.9,19.0
2025-09-27 20:00:00,28.3,19.2,0.189,22.1,9.6,28.0
2025-09-27 21:00:00,26.7,17.3,0.146,14.1,7.9,36.0
2025-09-27 22:00:00,25.4,16.3,0.132,10.5,7.3,39.0
2025-09-27 23:00:00,24.9,15.8,0.14,9.2,7.4,39.0
2025-09-28 00:00:00,25.1,16.3,0.163,10.6,8.1,36.0
2025-09-28 01:00:00,26.0,17.1,0.216,13.7,8.8,33.0
2025-09-28 02:00:00,29.6,20.5,0.285,17.9,10.0,31.0
2025-09-28 03:00:00,32.6,21.8,0.327,20.1,12.1,35.0
2025-09-28 04:00:00,34.5,22.4,0.316,18.5,16.2,51.0
2025-09-28 05:00:00,35.3,22.6,0.279,14.9,21.3,74.0
2025-09-28 06:00:00,36.1,23.1,0.25,11.7,24.7,95.0
2025-09-28 07:00:00,37.8,25.0,0.241,9.2,25.2,114.0
2025-09-28 08:00:00,39.8,26.5,0.241,7.0,24.1,131.0
2025-09-28 09:00:00,40.6,26.8,0.252,6.5,22.6,137.0
2025-09-28 10:00:00,41.8,26.9,0.281,8.3,21.0,126.0
2025-09-28 11:00:00,44.1,26.3,0.321,11.9,19.1,105.0
2025-09-28 12:00:00,54.1,29.9,0.356,17.4,18.6,92.0
2025-09-28 13:00:00,59.1,31.9,0.389,22.2,16.9,72.0
2025-09-28 14:00:00,66.6,33.2,0.418,28.8,14.4,44.0
2025-09-28 15:00:00,75.9,33.9,0.419,32.7,12.4,25.0
2025-09-28 16:00:00,76.4,34.6,0.371,32.0,11.3,21.0
2025-09-28 17:00:00,72.4,34.5,0.296,28.6,10.7,25.0
2025-09-28 18:00:00,68.0,32.7,0.231,24.2,9.8,31.0
2025-09-28 19:00:00,62.4,29.6,0.19,18.4,8.2,37.0
2025-09-28 20:00:00,60.1,27.2,0.16,11.7,6.5,44.0
2025-09-28 21:00:00,61.0,26.7,0.143,6.9,5.3,49.0
2025-09-28 22:00:00,62.2,26.8,0.122,5.1,4.9,49.0
2025-09-28 23:00:00,61.5,26.8,0.114,5.4,5.2,46.0
2025-09-29 00:00:00,58.3,25.7,0.178,8.5,6.9,41.0
2025-09-29 01:00:00,55.1,25.8,0.399,14.7,8.4,35.0
2025-09-29 02:00:00,52.7,28.2,0.691,23.2,10.5,28.0
2025-09-29 03:00:00,49.8,31.7,0.862,27.9,12.9,35.0
2025-09-29 04:00:00,44.4,30.7,0.793,25.7,15.9,70.0
2025-09-29 05:00:00,37.8,29.4,0.603,19.8,19.2,119.0
2025-09-29 06:00:00,34.0,27.5,0.449,14.4,20.7,156.0
2025-09-29 07:00:00,32.2,24.8,0.382,9.7,18.9,169.0
2025-09-29 08:00:00,28.8,22.1,0.351,5.5,15.5,170.0
2025-09-29 09:00:00,25.8,20.4,0.363,4.6,13.3,165.0
2025-09-29 10:00:00,24.4,20.1,0.425,8.3,13.7,155.0
2025-09-29 11:00:00,28.8,23.2,0.53,15.4,15.3,138.0
2025-09-29 12:00:00,29.6,25.3,0.663,17.2,10.8,127.0
2025-09-29 13:00:00,39.7,36.8,0.865,35.3,14.2,97.0
2025-09-29 14:00:00,51.6,47.3,1.094,60.0,19.0,56.0
2025-09-29 15:00:00,56.5,52.0,1.211,76.4,22.8,25.0
2025-09-29 16:00:00,56.6,52.2,1.114,76.3,25.0,16.0
2025-09-29 17:00:00,58.8,53.3,0.905,68.0,26.1,18.0
2025-09-29 18:00:00,56.5,51.5,0.744,61.2,26.0,20.0
2025-09-29 19:00:00,44.4,39.2,0.712,59.8,23.6,18.0
2025-09-29 20:00:00,43.0,36.9,0.729,60.0,19.9,15.0
2025-09-29 21:00:00,43.1,37.1,0.719,60.2,17.3,13.0
2025-09-29 22:00:00,40.9,36.0,0.599,60.3,16.8,10.0
2025-09-29 23:00:00,38.9,34.9,0.451,60.5,17.3,7.0
2025-09-30 00:00:00,47.6,42.3,0.447,54.1,16.4,11.0
2025-09-30 01:00:00,43.2,38.0,0.763,54.1,18.1,12.0
2025-09-30 02:00:00,43.2,36.3,1.221,53.5,20.5,16.0
2025-09-30 03:00:00,47.6,36.3,1.463,48.7,21.4,30.0
2025-09-30 04:00:00,67.1,30.5,1.267,35.5,19.9,66.0
2025-09-30 05:00:00,96.2,31.8,0.853,18.0,17.0,114.0
2025-09-30 06:00:00,87.8,29.2,0.526,5.4,14.2,146.0
2025-09-30 07:00:00,59.8,22.7,0.387,1.7,11.5,150.0
2025-09-30 08:00:00,40.5,18.9,0.334,2.9,9.0,139.0
2025-09-30 09:00:00,28.1,16.4,0.361,5.2,7.7,128.0
2025-09-30 10:00:00,21.5,15.5,0.485,6.3,8.4,124.0
2025-09-30 11:00:00,17.6,16.1,0.689,8.5,10.5,119.0
2025-09-30 12:00:00,26.3,25.9,0.922,11.8,9.1,108.0
2025-09-30 13:00:00,26.1,25.9,1.251,20.9,10.5,91.0
2025-09-30 14:00:00,30.5,30.4,1.609,33.2,12.4,67.0
2025-09-30 15:00:00,32.5,32.4,1.745,40.8,13.5,50.0
2025-09-30 16:00:00,32.1,32.0,1.465,39.4,13.0,47.0
2025-09-30 17:00:00,30.6,30.5,0.964,33.2,11.8,50.0
2025-09-30 18:00:00,28.8,28.7,0.576,27.3,10.5,53.0
2025-09-30 19:00:00,27.0,26.9,0.449,23.0,9.4,53.0
2025-09-30 20:00:00,24.9,24.8,0.436,18.9,8.3,53.0
2025-09-30 21:00:00,23.2,23.1,0.424,16.2,7.7,51.0
2025-09-30 22:00:00,22.2,22.1,0.349,15.2,8.0,47.0
2025-09-30 23:00:00,21.7,21.7,0.277,15.6,8.8,42.0
2025-10-01 00:00:00,18.9,18.8,0.29,14.0,9.1,44.0
2025-10-01 01:00:00,19.4,19.3,0.49,18.1,10.0,41.0
2025-10-01 02:00:00,22.4,22.2,0.775,23.5,11.3,37.0
2025-10-01 03:00:00,22.3,22.2,0.928,25.4,12.3,43.0
2025-10-01 04:00:00,15.0,14.8,0.813,20.3,12.7,68.0
2025-10-01 05:00:00,12.5,11.7,0.565,11.7,12.8,102.0
2025-10-01 06:00:00,12.9,11.0,0.377,5.2,12.4,127.0
2025-10-01 07:00:00,12.5,10.4,0.319,3.1,11.1,135.0
2025-10-01 08:00:00,11.5,9.7,0.32,3.1,9.2,134.0
2025-10-01 09:00:00,10.6,9.2,0.358,3.7,7.8,131.0
2025-10-01 10:00:00,9.9,8.7,0.434,4.2,7.2,128.0
2025-10-01 11:00:00,9.2,8.2,0.548,5.3,7.0,122.0
2025-10-01 12:00:00,17.3,14.5,0.676,7.8,6.5,106.0
2025-10-01 13:00:00,19.0,17.0,0.84,10.6,6.9,95.0
2025-10-01 14:00:00,19.4,17.6,1.018,14.5,7.5,80.0
2025-10-01 15:00:00,18.7,17.1,1.122,17.2,7.9,67.0
2025-10-01 16:00:00,17.8,16.2,1.105,17.9,8.2,59.0
2025-10-01 17:00:00,16.7,15.4,1.013,17.6,8.3,54.0
2025-10-01 18:00:00,15.4,14.2,0.899,16.5,8.2,51.0
2025-10-01 19:00:00,13.9,12.6,0.761,14.3,7.5,51.0
2025-10-01 20:00:00,12.9,11.3,0.6,11.3,6.6,52.0
2025-10-01 21:00:00,13.0,11.0,0.469,9.5,6.2,52.0
2025-10-01 22:00:00,13.4,11.4,0.352,9.5,6.6,48.0
2025-10-01 23:00:00,13.4,11.5,0.265,10.6,7.6,43.0
2025-10-02 00:00:00,14.3,12.6,0.31,13.6,8.3,36.0
2025-10-02 01:00:00,15.2,13.3,0.638,17.5,9.5,35.0
